Player,Nation,Pos,Age,playing_time_MP,playing_time_Starts,playing_time_Min,playing_time_90s,performance_Gls,performance_Ast,performance_G+A,performance_G-PK,performance_PK,performance_PKatt,performance_CrdY,performance_CrdR,expected_xG,expected_npxG,expected_xAG,expected_npxG+xAG,progression_PrgC,progression_PrgP,progression_PrgR,per_90_minutes_Gls,per_90_minutes_Ast,per_90_minutes_G+A,per_90_minutes_G-PK,per_90_minutes_G+A-PK,per_90_minutes_xG,per_90_minutes_xAG,per_90_minutes_xG+xAG,per_90_minutes_npxG,per_90_minutes_npxG+xAG,Matches,Team,Season,MP
Carlos Alcaraz,ar ARG,MF,22-167,1.0,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,4.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.62,0.86,1.48,0.62,1.48,Matches,Southampton,2024,
Joe O'Brien-Whitmarsh,ie IRL,FW,,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Southampton,2024,
Pedro Porro,es ESP,DF,25-245,,27,2520.0,28.0,2.0,6.0,8.0,2.0,0.0,0.0,4.0,0.0,1.6,1.6,4.4,6.0,64.0,152.0,107.0,0.07,0.21,0.29,0.07,0.29,0.06,0.16,0.21,0.06,0.21,Matches,Tottenham Hotspur,2024,32.0
Dejan Kulusevski,se SWE,"MF,FW",25-021,,27,2389.0,26.5,7.0,4.0,11.0,7.0,0.0,0.0,3.0,0.0,4.2,4.2,6.2,10.4,120.0,124.0,210.0,0.26,0.15,0.41,0.26,0.41,0.16,0.23,0.39,0.16,0.39,Matches,Tottenham Hotspur,2024,32.0
Dominic Solanke,eng ENG,FW,27-244,,24,2119.0,23.5,8.0,3.0,11.0,8.0,0.0,0.0,0.0,0.0,10.1,10.1,2.9,13.1,29.0,45.0,88.0,0.34,0.13,0.47,0.34,0.47,0.43,0.13,0.56,0.43,0.56,Matches,Tottenham Hotspur,2024,25.0
Brennan Johnson,wls WAL,FW,23-358,,23,2083.0,23.1,11.0,3.0,14.0,11.0,0.0,0.0,5.0,0.0,9.8,9.8,2.3,12.1,57.0,70.0,194.0,0.48,0.13,0.6,0.48,0.6,0.43,0.1,0.52,0.43,0.52,Matches,Tottenham Hotspur,2024,31.0
Guglielmo Vicario,it ITA,GK,28-221,,23,2070.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Tottenham Hotspur,2024,23.0
Son Heung-min,kr KOR,FW,32-312,,23,2037.0,22.6,7.0,9.0,16.0,6.0,1.0,2.0,1.0,0.0,7.1,5.5,8.2,13.8,89.0,108.0,262.0,0.31,0.4,0.71,0.27,0.66,0.31,0.36,0.68,0.24,0.61,Matches,Tottenham Hotspur,2024,29.0
Destiny Udogie,it ITA,DF,22-169,,23,1834.0,20.4,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,1.5,1.8,54.0,120.0,93.0,0.0,0.05,0.05,0.0,0.05,0.01,0.07,0.09,0.01,0.09,Matches,Tottenham Hotspur,2024,24.0
James Maddison,eng ENG,MF,28-174,,21,1809.0,20.1,9.0,7.0,16.0,9.0,0.0,0.0,6.0,0.0,5.8,5.8,4.2,10.0,45.0,164.0,95.0,0.45,0.35,0.8,0.45,0.8,0.29,0.21,0.5,0.29,0.5,Matches,Tottenham Hotspur,2024,31.0
Pape Matar Sarr,sn SEN,MF,22-244,,20,1816.0,20.2,3.0,2.0,5.0,3.0,0.0,0.0,6.0,0.0,3.7,3.7,1.6,5.3,32.0,86.0,52.0,0.15,0.1,0.25,0.15,0.25,0.18,0.08,0.26,0.18,0.26,Matches,Tottenham Hotspur,2024,34.0
Rodrigo Bentancur,uy URU,MF,27-325,,20,1563.0,17.4,2.0,0.0,2.0,2.0,0.0,0.0,8.0,0.0,1.3,1.3,0.4,1.7,26.0,99.0,34.0,0.12,0.0,0.12,0.12,0.12,0.08,0.02,0.1,0.08,0.1,Matches,Tottenham Hotspur,2024,24.0
Djed Spence,eng ENG,DF,24-280,,18,1694.0,18.8,1.0,2.0,3.0,1.0,0.0,0.0,4.0,1.0,0.6,0.6,1.8,2.3,58.0,103.0,70.0,0.05,0.11,0.16,0.05,0.16,0.03,0.09,0.12,0.03,0.12,Matches,Tottenham Hotspur,2024,23.0
Cristian Romero,ar ARG,DF,27-019,,18,1416.0,15.7,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.6,1.6,0.6,2.2,12.0,71.0,3.0,0.06,0.0,0.06,0.06,0.06,0.1,0.04,0.14,0.1,0.14,Matches,Tottenham Hotspur,2024,18.0
Archie Gray,eng ENG,"DF,MF",19-065,,17,1571.0,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,7.0,37.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Tottenham Hotspur,2024,26.0
Yves Bissouma,ml MLI,MF,28-259,,16,1345.0,14.9,2.0,0.0,2.0,2.0,0.0,0.0,7.0,0.0,0.6,0.6,0.3,0.9,15.0,74.0,3.0,0.13,0.0,0.13,0.13,0.13,0.04,0.02,0.06,0.04,0.06,Matches,Tottenham Hotspur,2024,26.0
Radu Drăgușin,ro ROU,DF,23-102,,14,1252.0,13.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.4,0.5,7.0,37.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,Matches,Tottenham Hotspur,2024,16.0
Ben Davies,wls WAL,DF,32-022,,13,1216.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.3,0.3,0.2,0.5,14.0,51.0,6.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.04,0.02,0.04,Matches,Tottenham Hotspur,2024,15.0
Lucas Bergvall,se SWE,MF,19-103,,11,1212.0,13.5,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.7,0.7,0.6,1.3,33.0,49.0,31.0,0.0,0.07,0.07,0.0,0.07,0.05,0.04,0.09,0.05,0.09,Matches,Tottenham Hotspur,2024,27.0
Micky van de Ven,nl NED,DF,24-027,,11,950.0,10.6,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.6,0.6,1.2,1.7,8.0,51.0,1.0,0.0,0.19,0.19,0.0,0.19,0.05,0.11,0.16,0.05,0.16,Matches,Tottenham Hotspur,2024,12.0
Mathys Tel,fr FRA,FW,20-019,,9,739.0,8.2,2.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,2.3,1.5,1.5,3.0,22.0,19.0,60.0,0.24,0.12,0.37,0.12,0.24,0.28,0.19,0.47,0.18,0.37,Matches,Tottenham Hotspur,2024,11.0
Wilson Odobert,fr FRA,FW,20-169,,8,719.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.2,1.2,0.9,2.1,43.0,23.0,65.0,0.13,0.0,0.13,0.13,0.13,0.15,0.11,0.27,0.15,0.27,Matches,Tottenham Hotspur,2024,14.0
Kevin Danso,at AUT,DF,26-239,,7,662.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,11.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.06,0.06,0.06,Matches,Tottenham Hotspur,2024,8.0
Fraser Forster,eng ENG,GK,37-060,,7,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Tottenham Hotspur,2024,7.0
Antonín Kinský,cz CZE,GK,22-064,,5,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Tottenham Hotspur,2024,5.0
Timo Werner,de GER,"FW,MF",29-071,,4,516.0,5.7,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.5,3.5,42.0,30.0,89.0,0.0,0.52,0.52,0.0,0.52,0.17,0.44,0.61,0.17,0.61,Matches,Tottenham Hotspur,2024,18.0
Richarlison,br BRA,FW,28-006,,4,475.0,5.3,4.0,1.0,5.0,4.0,0.0,0.0,2.0,0.0,3.7,3.7,0.9,4.6,8.0,11.0,22.0,0.76,0.19,0.95,0.76,0.95,0.7,0.17,0.87,0.7,0.87,Matches,Tottenham Hotspur,2024,13.0
Mikey Moore,eng ENG,FW,17-278,,2,280.0,3.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.5,11.0,8.0,37.0,0.0,0.32,0.32,0.0,0.32,0.06,0.11,0.17,0.06,0.17,Matches,Tottenham Hotspur,2024,9.0
Brandon Austin,eng ENG,GK,26-128,,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Tottenham Hotspur,2024,1.0
Sergio Reguilón,es ESP,DF,28-151,,0,123.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.1,4.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.07,0.05,0.07,Matches,Tottenham Hotspur,2024,3.0
Dane Scarlett,eng ENG,"FW,MF",21-053,,0,34.0,0.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,1.0,1.0,0.0,2.65,2.65,0.0,2.65,0.09,0.12,0.22,0.09,0.22,Matches,Tottenham Hotspur,2024,3.0
Alfie Dorrington,eng ENG,DF,20-026,,0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Tottenham Hotspur,2024,1.0
Will Lankshear,eng ENG,"FW,MF",20-026,,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Tottenham Hotspur,2024,3.0
Oyindamola Ajayi,eng ENG,FW,19-140,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tottenham Hotspur,2024,0.0
Dante Cassanova,jm JAM,DF,20-329,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tottenham Hotspur,2024,0.0
Alfie Devine,eng ENG,MF,20-288,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tottenham Hotspur,2024,0.0
Malachi Hardy,eng ENG,DF,17-067,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tottenham Hotspur,2024,0.0
Maeson King,eng ENG,DF,19-249,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tottenham Hotspur,2024,0.0
Yang Minhyeok,kr KOR,MF,19-030,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tottenham Hotspur,2024,0.0
Callum Olusesi,eng ENG,MF,18-119,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tottenham Hotspur,2024,0.0
Alfie Whiteman,eng ENG,GK,26-226,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tottenham Hotspur,2024,0.0
Luca Williams Barnett,eng ENG,FW,16-227,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tottenham Hotspur,2024,0.0
Max Kilman,eng ENG,DF,27-358,36.0,36,3168.0,35.2,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,1.6,1.6,1.2,2.8,30.0,109.0,6.0,0.0,0.03,0.03,0.0,0.03,0.05,0.03,0.08,0.05,0.08,Matches,West Ham United,2024,
Aaron Wan-Bissaka,eng ENG,DF,27-171,34.0,33,2974.0,33.0,2.0,4.0,6.0,2.0,0.0,0.0,1.0,0.0,1.2,1.2,3.5,4.7,105.0,135.0,154.0,0.06,0.12,0.18,0.06,0.18,0.04,0.11,0.14,0.04,0.14,Matches,West Ham United,2024,
Jarrod Bowen,eng ENG,"FW,MF",28-147,32.0,32,2793.0,31.0,11.0,7.0,18.0,10.0,1.0,1.0,1.0,0.0,8.3,7.6,6.3,13.9,102.0,86.0,191.0,0.35,0.23,0.58,0.32,0.55,0.27,0.2,0.47,0.24,0.45,Matches,West Ham United,2024,
Mohammed Kudus,gh GHA,"FW,MF",24-287,30.0,30,2493.0,27.7,4.0,3.0,7.0,4.0,0.0,0.0,2.0,1.0,6.7,6.7,3.0,9.7,95.0,77.0,207.0,0.14,0.11,0.25,0.14,0.25,0.24,0.11,0.35,0.24,0.35,Matches,West Ham United,2024,
Tomáš Souček,cz CZE,MF,30-078,33.0,28,2420.0,26.9,9.0,1.0,10.0,9.0,0.0,0.0,8.0,0.0,6.6,6.6,1.0,7.6,8.0,70.0,67.0,0.33,0.04,0.37,0.33,0.37,0.24,0.04,0.28,0.24,0.28,Matches,West Ham United,2024,
Lucas Paquetá,br BRA,"MF,FW",27-262,31.0,27,2336.0,26.0,4.0,0.0,4.0,2.0,2.0,2.0,9.0,0.0,5.2,3.6,3.1,6.7,22.0,145.0,82.0,0.15,0.0,0.15,0.08,0.08,0.2,0.12,0.32,0.14,0.26,Matches,West Ham United,2024,
Emerson Palmieri,it ITA,DF,30-286,31.0,26,2113.0,23.5,2.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,2.0,2.0,1.5,3.4,47.0,66.0,83.0,0.09,0.04,0.13,0.09,0.13,0.08,0.06,0.15,0.08,0.15,Matches,West Ham United,2024,
Alphonse Areola,fr FRA,GK,32-078,25.0,24,2170.0,24.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,West Ham United,2024,
Konstantinos Mavropanos,gr GRE,DF,27-156,32.0,20,1955.0,21.7,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.5,1.5,0.5,2.0,16.0,61.0,2.0,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.09,0.07,0.09,Matches,West Ham United,2024,
Edson Álvarez,mx MEX,MF,27-204,26.0,19,1660.0,18.4,0.0,1.0,1.0,0.0,0.0,0.0,8.0,1.0,0.3,0.3,0.8,1.1,22.0,76.0,18.0,0.0,0.05,0.05,0.0,0.05,0.02,0.04,0.06,0.02,0.06,Matches,West Ham United,2024,
Jean-Clair Todibo,fr FRA,DF,25-137,25.0,18,1646.0,18.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.2,9.0,35.0,5.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,West Ham United,2024,
Guido Rodríguez,ar ARG,MF,31-034,21.0,15,1081.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.2,0.2,0.1,0.3,3.0,31.0,5.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches,West Ham United,2024,
Carlos Soler,es ESP,"MF,FW",28-134,30.0,14,1376.0,15.3,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,1.7,1.7,1.2,2.9,16.0,52.0,34.0,0.07,0.07,0.13,0.07,0.13,0.11,0.08,0.19,0.11,0.19,Matches,West Ham United,2024,
Łukasz Fabiański,pl POL,GK,40-028,13.0,12,1070.0,11.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,West Ham United,2024,
Michail Antonio,jm JAM,FW,35-049,14.0,11,836.0,9.3,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,2.2,2.2,1.6,3.8,29.0,18.0,59.0,0.11,0.11,0.22,0.11,0.22,0.24,0.17,0.41,0.24,0.41,Matches,West Ham United,2024,
Vladimír Coufal,cz CZE,DF,32-267,20.0,10,958.0,10.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.3,0.3,0.6,0.9,19.0,34.0,28.0,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.08,0.03,0.08,Matches,West Ham United,2024,
James Ward-Prowse,eng ENG,MF,30-196,13.0,10,903.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.1,1.1,1.5,2.6,9.0,49.0,4.0,0.0,0.1,0.1,0.0,0.1,0.11,0.15,0.26,0.11,0.26,Matches,West Ham United,2024,
Aaron Cresswell,eng ENG,DF,35-152,16.0,9,766.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,1.2,1.3,5.0,32.0,3.0,0.0,0.0,0.0,0.0,0.0,0.01,0.14,0.16,0.01,0.16,Matches,West Ham United,2024,
Crysencio Summerville,nl NED,"FW,MF",23-198,19.0,7,786.0,8.7,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.6,1.6,1.7,3.3,29.0,18.0,71.0,0.11,0.11,0.23,0.11,0.23,0.19,0.19,0.38,0.19,0.38,Matches,West Ham United,2024,
Oliver Scarles,eng ENG,DF,19-155,14.0,6,594.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,11.0,21.0,39.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,West Ham United,2024,
Niclas Füllkrug,de GER,FW,32-096,16.0,5,686.0,7.6,3.0,2.0,5.0,3.0,0.0,0.0,2.0,0.0,2.0,2.0,1.9,3.9,6.0,12.0,25.0,0.39,0.26,0.66,0.39,0.66,0.26,0.25,0.51,0.26,0.51,Matches,West Ham United,2024,
Danny Ings,eng ENG,"FW,MF",32-297,15.0,1,284.0,3.2,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,2.3,2.3,1.3,3.5,6.0,5.0,29.0,0.32,0.63,0.95,0.32,0.95,0.72,0.41,1.12,0.72,1.12,Matches,West Ham United,2024,
Andy Irving,sct SCO,MF,25-003,10.0,1,166.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.2,0.4,0.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.06,0.13,0.19,0.06,0.19,Matches,West Ham United,2024,
Evan Ferguson,ie IRL,FW,20-209,8.0,1,156.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.3,0.9,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.32,0.17,0.5,0.32,0.5,Matches,West Ham United,2024,
Luis Guilherme,br BRA,"MF,FW",19-096,11.0,1,138.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.4,3.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.19,0.05,0.24,0.19,0.24,Matches,West Ham United,2024,
Lewis Orford,eng ENG,MF,19-087,2.0,0,49.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09,Matches,West Ham United,2024,
Kaelan Casey,eng ENG,DF,20-200,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,West Ham United,2024,
Wes Foderingham,eng ENG,GK,34-122,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,West Ham United,2024,
Ezra Mayers,bb BRB,DF,18-120,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,West Ham United,2024,
Rayan Aït-Nouri,dz ALG,DF,23-344,,35,2955.0,32.8,4.0,7.0,11.0,4.0,0.0,0.0,7.0,1.0,2.6,2.6,5.0,7.6,86.0,104.0,163.0,0.12,0.21,0.34,0.12,0.34,0.08,0.15,0.23,0.08,0.23,Matches,Wolverhampton Wanderers,2024,35.0
João Gomes,br BRA,MF,24-093,,34,2839.0,31.5,3.0,1.0,4.0,3.0,0.0,0.0,10.0,1.0,2.7,2.7,1.2,3.9,53.0,151.0,70.0,0.1,0.03,0.13,0.1,0.13,0.09,0.04,0.12,0.09,0.12,Matches,Wolverhampton Wanderers,2024,34.0
Nélson Semedo,pt POR,DF,31-181,,31,2751.0,30.6,0.0,4.0,4.0,0.0,0.0,0.0,7.0,0.0,0.8,0.8,2.8,3.6,63.0,74.0,113.0,0.0,0.13,0.13,0.0,0.13,0.03,0.09,0.12,0.03,0.12,Matches,Wolverhampton Wanderers,2024,32.0
Jørgen Strand Larsen,no NOR,FW,25-099,,29,2495.0,27.7,13.0,2.0,15.0,13.0,0.0,0.0,4.0,0.0,10.0,10.0,2.4,12.4,17.0,29.0,108.0,0.47,0.07,0.54,0.47,0.54,0.36,0.09,0.45,0.36,0.45,Matches,Wolverhampton Wanderers,2024,33.0
André,br BRA,MF,23-304,,29,2337.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.4,0.4,0.8,1.2,8.0,98.0,11.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.04,0.02,0.04,Matches,Wolverhampton Wanderers,2024,31.0
José Sá,pt POR,GK,32-119,,28,2520.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Wolverhampton Wanderers,2024,28.0
Matheus Cunha,br BRA,"MF,FW",25-354,,28,2483.0,27.6,15.0,6.0,21.0,15.0,0.0,0.0,4.0,0.0,8.0,8.0,7.6,15.7,105.0,137.0,150.0,0.54,0.22,0.76,0.54,0.76,0.29,0.28,0.57,0.29,0.57,Matches,Wolverhampton Wanderers,2024,31.0
Toti Gomes,pt POR,DF,26-120,,28,2434.0,27.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.7,0.7,0.9,1.7,25.0,73.0,17.0,0.0,0.04,0.04,0.0,0.04,0.03,0.04,0.06,0.03,0.06,Matches,Wolverhampton Wanderers,2024,29.0
Matt Doherty,ie IRL,DF,33-120,,24,2023.0,22.5,2.0,1.0,3.0,2.0,0.0,0.0,6.0,0.0,1.0,1.0,1.5,2.5,29.0,77.0,40.0,0.09,0.04,0.13,0.09,0.13,0.05,0.07,0.11,0.05,0.11,Matches,Wolverhampton Wanderers,2024,29.0
Jean-Ricner Bellegarde,fr FRA,"MF,FW",26-323,,19,1583.0,17.6,2.0,6.0,8.0,2.0,0.0,0.0,3.0,0.0,1.4,1.4,3.6,5.0,51.0,39.0,85.0,0.11,0.34,0.45,0.11,0.45,0.08,0.2,0.28,0.08,0.28,Matches,Wolverhampton Wanderers,2024,33.0
Santiago Bueno,uy URU,DF,26-188,,18,1683.0,18.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.0,0.4,1.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,Wolverhampton Wanderers,2024,28.0
Mario Lemina,ga GAB,"MF,DF",31-257,,15,1364.0,15.2,1.0,3.0,4.0,1.0,0.0,0.0,4.0,0.0,1.4,1.4,1.1,2.5,8.0,48.0,21.0,0.07,0.2,0.26,0.07,0.26,0.09,0.07,0.17,0.09,0.17,Matches,Wolverhampton Wanderers,2024,17.0
Emmanuel Agbadou,ci CIV,DF,27-333,,14,1230.0,13.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.2,0.5,3.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,Matches,Wolverhampton Wanderers,2024,14.0
Marshall Munetsi,zw ZIM,"MF,FW",28-328,,11,968.0,10.8,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,3.2,3.2,1.6,4.7,7.0,8.0,28.0,0.09,0.09,0.19,0.09,0.19,0.29,0.14,0.44,0.29,0.44,Matches,Wolverhampton Wanderers,2024,12.0
Craig Dawson,eng ENG,DF,35-010,,10,971.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.0,0.5,6.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,Wolverhampton Wanderers,2024,15.0
Gonçalo Guedes,pt POR,"MF,FW",28-168,,8,841.0,9.3,2.0,4.0,6.0,2.0,0.0,0.0,1.0,0.0,2.8,2.8,1.1,3.9,36.0,33.0,66.0,0.21,0.43,0.64,0.21,0.64,0.3,0.12,0.41,0.3,0.41,Matches,Wolverhampton Wanderers,2024,27.0
Sam Johnstone,eng ENG,GK,32-052,,7,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Wolverhampton Wanderers,2024,7.0
Pablo Sarabia,es ESP,"MF,FW",33-005,,6,748.0,8.3,3.0,2.0,5.0,3.0,0.0,0.0,3.0,0.0,2.9,2.9,1.6,4.5,12.0,57.0,54.0,0.36,0.24,0.6,0.36,0.6,0.35,0.19,0.54,0.35,0.54,Matches,Wolverhampton Wanderers,2024,22.0
Rodrigo Gomes,pt POR,"DF,FW",21-313,,6,704.0,7.8,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.6,0.6,0.9,1.5,22.0,25.0,72.0,0.26,0.0,0.26,0.26,0.26,0.07,0.12,0.19,0.07,0.19,Matches,Wolverhampton Wanderers,2024,23.0
Hwang Hee-chan,kr KOR,"MF,FW",29-110,,5,651.0,7.2,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.8,0.8,0.1,0.9,15.0,12.0,41.0,0.28,0.0,0.28,0.28,0.28,0.11,0.02,0.13,0.11,0.13,Matches,Wolverhampton Wanderers,2024,20.0
Yerson Mosquera,co COL,DF,24-014,,5,441.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.1,0.4,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.09,0.07,0.09,Matches,Wolverhampton Wanderers,2024,5.0
Tommy Doyle,eng ENG,MF,23-211,,3,488.0,5.4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.5,1.1,6.0,40.0,4.0,0.0,0.18,0.18,0.0,0.18,0.1,0.09,0.2,0.1,0.2,Matches,Wolverhampton Wanderers,2024,24.0
Carlos Forbs,pt POR,"MF,FW",21-058,,1,239.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.2,10.0,8.0,28.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.07,0.05,0.07,Matches,Wolverhampton Wanderers,2024,10.0
